Arabic Lemma,Arabic Definition,English Lemma or Gap,English Definition
سمك فيليه,قطعة من لحم السمكة التي يتم تقطيعها أو تقطيعها بعيدا عن العظم عن طريق القطع الطولي على طول جانب واحد من السمكة المتوازية في العمود الفقري. يجب إزالة أي قشور على السمك استعدادا لتعبئة السمك. ,Fish fillet,a boneless piece of fish that has been cut away from the fish's body.
سمك نعاب أرقط,"نوع من الأسماك الصغيرة التي تعيش في المياه الساحلية في أمريكا الشمالية. يصل طوله إلى حوالي 15 سم، ويتميز بلونه الرمادي أو البني مع بقع سوداء صغيرة. يعيش سمك النعاب الأرقط في المياه الساحلية الضحلة، حيث يتواجد في أعماق تتراوح بين 1 و 10 أمتار. يتغذى على العوالق الحيوانية، مثل الديدان والقشريات.",Spot fish,a common name for several species of fish that have distinctive spots on their bodies.
سمك بقلة أو غادس,"نوع من الأسماك التي تعيش في المياه الباردة، ويعد من الأسماك المهمة اقتصاديا، حيث يتم اصطياده في جميع أنحاء العالم. يتراوح طول سمك البقلة بين 30 و120 سم، ويزن بين 0.5 كغم و 50 كغم. ويتميز سمك البقلة بلونه الفضي اللامع، وجسده المضغوط من الجانبين، ورأسه الصغير، وفمه الكبير المزود بأسنان حادة.","cod, codfish", lean white flesh of important North Atlantic food fish; usually baked or poached 
زبادي فراولة,نوع من الزبادي يتم خلطه بالفراولة الطازجة أو المجمدة. الفراولة هي مصدر جيد لفيتامين سي والألياف.,GAP,
آح,"بياض البيض الذي يؤكل، والماح صفرته","egg_yolk, yolk", the yellow spherical part of an egg that is surrounded by the albumen 
يذور صنوبر,البذور الصالحة للأكل التي تنتجها شجرة الصنوبر. تعرف يذور الصنوبر أيضا باسم الصنوبر أو الصنوبر,Pine nut,"a small edible seed found inside the cones of certain pine trees. These nuts are often creamy white or pale yellow and have a rich, buttery flavor. Pine nuts are commonly used in cooking, especially in pesto, salads, and baked goods, and are also enjoyed as a snack."
أثير ملحي,مركب عضوي منتشر في المواد الدسمة والأزهار والثمار,GAP,
أترج," ثمر شجر حمضي ناعم الأغصان والورق والثمر، وهو حامض كالليمون، ذهبي اللون ذكي الرائحة، يصنع من ثمره نوع من الحلوى",GAP,
زبادي موز,نوع من الزبادي يتم خلطه بالموز الطازج أو المجمد. الموز هو مصدر جيد للبوتاسيوم والألياف.,GAP,
آذان قاضي," هو طبق حلويات شرقي شهير، يتكون من عجينة قطايف محشوة بالمكسرات، ثم يتم قليها وغمسها في القطر أو الشربات.",GAP,
حبوب أرز,"هي الجزء الصالح للأكل من نبات الأرز، وهي عبارة عن بذور صغيرة مغطاة بقشرة رقيقة.",rice, grains used as food either unpolished or more often polished 
أرز متوسط,"هو أقصر من الأرز الطويل، ويتميز بطعمه الغني.",GAP,
أرز طويل,"هو الأرز الأكثر شيوعا، ويتميز بطوله وشكله المستقيم.",GAP,
حبةٌ منومة,مسكن للمساعدة على النوم والتخلص من الأرق,hypnotic,something that induces a state of hypnosis or a trance-like state.
حبة,"بذرة النجيليات كالحنطة والشعير والذرة وبذرة البقوليات كالفول والبسلة والعدس،",GAP,
حبه أو حبهان," بذور جافة كاملة النمو تحتوي على زيت طيار، تعطي للطعام مذاقا خاصا، وتستعمل طاردة للغازات","cardamom, cardamon, cardamum", aromatic seeds used as seasoning like cinnamon and cloves especially in pickles and barbecue sauces 
أطعمة محفوظة,مجمدة أو معلبة أو مجففة,"canned_food, canned_foods, canned_goods, tinned_goods", food preserved by canning 
حسل," النبق الأخضر، عشب شجيري دائم الخضرة، تستعمل أطرافه الغضة كتابل، ويستخرج منه زيت طيار يستعمل في تقطير بعض المشروبات الروحية",GAP,
حليب,سائل أبيض يحتوي على البروتين والدهون وسكر الحليب والفيتامينات والمعادن تنتجه الغدد الثديية لإناث الثدييات لتغذية صغارها,milk, a white nutritious liquid secreted by mammals and used as food by human beings 
زبد حليب,الدهن الطبيعي الذي يتم صنع الزبدة منه والمكون بشكل رئيسي من جلسريدات الزيتيك والإستياريك وأحماض النخل,butter, an edible emulsion of fat globules made by churning milk or cream; for cooking and table use 
لبنٌ كامل دسم, لبنٌ لم تنزع القشدة منه,GAP,
دهن,"مادة زيتية دسمة في الحيوان والنبات، جامدة في درجة الحرارة العادية، فإذا سالت كانت زيتا، وهو من الأغذية الضرورية للأجسام لأنه يمدها بالحرارة اللازمة ",Fat,"a type of nutrient and a source of energy for the body. It is one of the three main macronutrients, along with carbohydrates and proteins."
مربى طبخ,"هو النوع الأكثر شيوعا، ويصنع عن طريق غلي الفواكه أو الخضروات مع السكر والماء حتى يصبح الخليط سميكا.",GAP,
لبنٌ منزوع دسم,"لبنٌ مفتقر إلى الدهون، تم إزالة محتويات الدهن منه",GAP,
إذخر,"نبات عشبي حولي من فصيلة النجيليات يكثر في المناطق الحارة، يستعمل استعمال الشاي وفي بعض المستحضرات الطبية",Lemongrass,"a tropical plant known for its long, slender stalks and a strong lemon-like flavor and aroma. It is commonly used in cooking, especially in Asian cuisines, to add flavor to soups, curries, and teas."
مربى طهي بطيء,"هو نوع من المربى الذي يصنع عن طريق غلي الفواكه أو الخضروات مع السكر والماء على نار هادئة لمدة طويلة، مما يساعد على الحفاظ على نكهة الفواكه أو الخضروات.",GAP,
مربى بدون سكر,"هو نوع من المربى الذي يصنع عن طريق غلي الفواكه أو الخضروات مع الماء، دون إضافة السكر.",GAP,
مربى زهور,"هو نوع من المربى الذي يحتوي على الزهور، مثل الورد أو الياسمين أو الفل.",GAP,
زيت ذرة,"هو زيت نباتي يستخرج من بذور الذرة. وهو زيت خفيف الوزن، عديم اللون أو أصفر شاحب، وله نكهة خفيفة.",Corn oil,"a type of vegetable oil extracted from the germ of corn (maize) kernels, commonly used for cooking and frying due to its mild flavor and high smoke point."
